OBJECTID,REF_NUMBER,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,ACCIDENT_DETAILS,X,Y,RENDER
3244,212104343,2021/08/02 23:00:00+00,2140,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V2(MCYC)/CAS1 TRAV S.E. ON PARSON STREET AND PASSING THROUGH GREEN A.T.S. WHEN V1, TRAV S.W., EMERGED FROM BEDMINSTER RD INTO ITS PATH. R2 SWERVED ABRUPTLY AND WAS UNSEATED. D1 IS ALLEGED TO HAVE JUMPED RED SIGNAL. (REPLOTTED FR E357826 N170451)",357954,170533,MCYC
3245,212104352,2021/08/06 23:00:00+00,1014,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,"V1 TRAV SW ON BONVILLE RD WHEN DRIVER LOST CONTROL, LEFT C/WAY ON OFFSIDE AND COLL/W A LARGE ROCK. V1 OVERTURNED AND COLL/W P.A.U. V2. D1 UNDER SUPERVISION LEARNING TO DRIVE. (REPLOTTED FR E362862 N171006)",362696,170834,CARS
3246,212104374,2021/06/16 23:00:00+00,39,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 TRAV N.W. ON BAMFIELD WHEN CAS1(PED) DELIBERATELY JUMPED OUT ONTO THE C/WAY, FROM BEHIND A TRAFFIC BOLLARD ON PASSING V1'S OFFSIDE, INTO THE PATH OF AND COLL/W V1. CAS1 SUFFERING MEDICAL EPISODE. (REPLOTTED)",359957,168980,A
3247,212104385,2021/08/13 23:00:00+00,1937,3,Slight,HO,Head On,3,2,0,0,0,0,0,V1(STOVEC) TRAV S.W. ON BEDMINSTER DOWN RD AT EXCESS SPEED AND IN CONTRAVENTION OF ONE-WAY SYSTEM WHEN IT COLLIDED HEAD-ON WITH ONCOMING V2. POLICE PURSUIT (V3). D1 NO DRIVING LICENCE AND PREVIOUSLY DISQUALIFIED.,357612,170569,CARS
3248,212104254,2021/08/26 23:00:00+00,1858,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,"V1 TRAV NE ON AVONVALE RD WHEN V2(E-SCOOTER) TRAV NW IN NETHAM PK ACCESS RD ENTERED MAIN ROAD, ACROSS PATH AND COLL/W O/SIDE OF PASSING V1. RD2 MADE OFF AND F.T.S",361407,173140,CARS
3249,212104284,2021/08/31 23:00:00+00,1301,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1(PCYC) TRAV N ON STAPLETON RD WTG AT RED SIGNAL ON  A.T.S, WHEN V2 FOLLOWING BEHIND COLL/W REAR OF STATIONARY V1.",360826,174664,CYC
3250,212104290,2021/08/31 23:00:00+00,1345,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1 TRAV ON NEWQUAY RD U/K DIRECTION WHEN V2 FOLLOWING BEHIND COLL/W REAR OF V1. DV1(CAS1) GOT OUT OF VEH WHEN V2 MADE OFF ANF F.T.S AND COLL/W CAS1 (DRIVER ON FOOT).,359843,169962,CARS
3251,212104377,2021/09/05 23:00:00+00,1400,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,"V2(MINIBUS), PARKED ON LADIES MILE, WHEN DRIVER TWICE REVERSED INTO PARKED V1. CAS1(D1 ON FOOT) THEN EXITED V1 AND AS V2 DROVE AWAY IT CLIPPED CAS1'S ARM. D2 MADE OFF AND F.T.S.",356698,174456,A
3252,212104403,2021/08/06 23:00:00+00,1645,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V2 TRAV S/BOUND ON HARTCLIFFE WAY WTG AT A.T.S, WHEN GREEN SIGNAL V2 INITIALLY STARTED BUT STOPPED FOR PED'S ON C/WAY, V1 FOLLOWING BEHIND COLL/W REAR OF V2.",358028,170397,CARS
3253,202003390,2020/08/31 23:00:00+00,1035,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV NORTH ON WHITELADIES RD & GOING STRAIGHT AHEAD AT A.T.S. WHEN V2, TRAV ALONGSIDE, MADE BANNED L.H. TURN INTO ST PAULS RD, ACROSS THE PATH OF AND COLL/W V1. D2 MADE OFF AND F.T.S. (N.B. ASSUMED VEHS TRAV NORTH NOT SOUTH)",357802,173588,CYC
3254,202003399,2020/08/31 23:00:00+00,1302,3,Slight,O,Overtaking,2,1,0,1,0,0,0,V1 (PCYC) WAS TRAV W ON CHURCH RD WHEN V2 C/W V1. V2 F.T.S AND MADE OFF. DRIVER OF V1 SUSTAINED INJURY.,361326,173444,CYC
3255,202003430,2020/02/14 00:00:00+00,1748,3,Slight,C,Child pedestrian,1,2,2,0,0,1,0,CAS1 AND CAS2 WERE WALKING ON TORTWORTH RD (SIC) WHEN PASSING V1 KNOCKED THEM ON N/S. V1 FAILED TO STOP AND MADE OFF. (DUB ACC DESCRIPTION),359468,176295,C
3256,202003428,2020/09/01 23:00:00+00,1920,3,Slight,HO,Head On,2,1,0,1,0,0,0,V1(PCYC) WAS TRAV SW ON DEAN LN WHEN V2 TRAVELLING AHEAD MADE A U-TURN COLLIDING WITH V1 ON O/S. DRIVER OF V1 BECAME UNSEATED. V2 FAILED TO STOP AND MADE OFF.,358378,171662,CYC
3257,202003448,2020/09/04 23:00:00+00,1550,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 STATIONARY AND WTG FOR AN ONCOMING VEHICLE TO PASS IT WHEN V2 COLL/W ITS REAR. D2 MADE OFF & F.T.S. (ACC MOVED FROM E358,260 N168,488; DUBIOUS ACC. LOCATION)",358321,168563,CARS
3258,202003452,2020/09/04 23:00:00+00,823,3,Slight,NONE,Other,2,1,0,0,1,0,0,V2 COLLIDED WITH V1(MCYC)/CAS1. NO OTHER DETS. (V.POOR ACC DESCRIPTION; DUBIOUS ACC LOCATION),357477,172932,MCYC
3259,202003460,2020/09/03 23:00:00+00,1610,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,0,VEH 2 HAS COLLIDED INTO THE REAR OF VEH 1. VEH 1 DRIVER AND PASSENGER INJURED. DETAILS EXCHANGED.,360762,167719,CARS
3260,202003468,2020/09/06 23:00:00+00,2006,3,Slight,A,Adult pedestrian,1,1,1,1,0,0,0,V1(PCYC) WAS TRAV S ON BROAD QUAY WHEN V1 COLLIDED WITH CAS1(PED) WHO WAS CROSSING C/WAY WEST BOUND. V1 FAILED TO STOP AND MADE OFF.,358606,172852,A
3261,202003470,2020/09/06 23:00:00+00,1245,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V1 AND V2(MCYC) HAVE COLLIDED WITH EACH OTHER ON GREYSTOKE AVE IN U/K CIRCS. R2 F.T.S. (V.POOR ACC DESCRIPTN),358491,178501,MCYC
3262,202003491,2020/08/19 23:00:00+00,700,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V1 TRAV NE ON STANBURY AV. WAS APPROACHING J/W DOWNEND RD. V2(MCYC) TRAV SW ON DOWNEND RD REACTED TO V1, LOST CONTROL AND BECOME UNSEATED.(ACC MOVED FROM E,364043 ; N,175976)",364001,176169,MCYC
3263,202003506,2020/09/08 23:00:00+00,1935,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 WAS STATIONARY AT TRAFFIC LIGHTS WHEN V2 DROVE INTO THE REAR OF V1. V2 DROVE OFF WITHOUT STOPPING.,358866,171868,CARS
3264,202003544,2020/02/24 00:00:00+00,1715,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 HAD BEEN PARKED ON DIGHTON STREET. TRAV NW, V1 CHANGED LN TO JOIN THE C/WAY. V1 FAILED TO SEE AND C/W CAS1(PED) CROSSING THE RD BEHIND V1.",358899,173702,A
3265,202003549,2020/02/24 00:00:00+00,950,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,V1 WAS REVERSING FROM LODGE CAUSEWAY INTO POPLAR PLACE WHEN V1 FAILED TO SEE AND C/W CAS1(PED). CAS1 SUSTAINED INJURY.,363417,175092,E
3266,202003529,2020/09/11 23:00:00+00,1115,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 TRAVERSING RDABT WHEN V2 COLL/W IT. D2 MADE OFF AND F.T.S. (NO OTHER DETS; POOR ACC DESCRIPTION),361113,175240,CARS
3267,202003606,2020/07/31 23:00:00+00,1325,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V2(PCYC)/CAS1 TRAV S.E. ON LUCKWELL RD AND ROUNDING R.H.BEND WHEN V1, TURNING RIGHT, EMERGED FROM PALMYRA RD INTO THE PATH OF AND COLLIDED WITH PASSING V2. (ACC MOVED FROM E, 357716 ; N, 170920)",357585,170980,CYC
3268,202003652,2020/09/05 23:00:00+00,1600,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,"V1 WAS OVERTAKING VEHICLES AS IT TRAVELLED NW ON A4 PORTWAY WHEN V1 LOST CONTROL AND C/W REAR OF V2, V1 THEN CROSSED TO THE O/S C/WAY HITTING A POST. (ACC MOVED E 352622 ; N 176790)",352338,177020,CARS
3269,202003667,2020/02/27 00:00:00+00,1230,3,Slight,NT,Nose to Tail,4,1,0,0,0,0,0,"V1 MERGED IN FRONT OF V2 AND HAD TO BRAKE DUE TO A VEHICLE BRAKING IN FRONT. V2 HAS THEN GONE INTO THE BACK OF V1. V3 HAS HAD TO BRAKE TO AVOID V2 AND V4 HAS GONE INTO THE BACK OF V3. (ACC MOVED FROM E351,867 N178,480)",351681,178591,CARS
3270,202003610,2020/09/16 23:00:00+00,1100,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV S.E. DOWNHILL ON WHITELADIES RD WHEN V2, PARKED AT N/SIDE KERB, PULLED OUT INTO THE PATH OF AND COLLIDED WITH PASSING V1. R1 WAS UNSEATED.",357682,174247,CYC
3271,202003642,2020/09/19 23:00:00+00,855,3,Slight,NONE,Other,2,1,0,1,0,0,0,"V1(PCYC) TRAV EAST ON COTSWOLD RD WHEN ONCOMING D2 INTENTIONALLY SWERVED TO THE RIGHT, INTO THE PATH OF AND COLL/W R1. D2 THEN MADE OFF AND F.T.S. (D1 WAS OBSERVED TO BE DRIVING ERRATICALLY JUST BEFORE CRASH)",358811,171019,CYC
3272,202003657,2020/09/20 23:00:00+00,1341,3,Slight,HO,Head On,2,1,0,0,1,0,0,V2 WAS DOING A U TURN ON REDCLIFFE ST WHEN DRIVER OF V2 FAILED TO SEE V1(MCYC) AND C/W V1 CAUSING INJURY.,359083,172591,MCYC
3273,202003685,2020/09/23 23:00:00+00,815,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV SW AND WTG IN QUEUING TRAFFIC AT A.T.S. WHEN V2, APPROACHING FROM BEHIND, COLL/W ITS REAR. D2 INITIALLY STOPPED BUT THEN MADE OFF AND F.T.S. (REPLOTTED AS NO COORDS; DUB. ACC. LOCATION)",359692,173680,CARS
3274,202003704,2020/08/28 23:00:00+00,2229,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,0,0,0,V1 WAS TRAVELLING S ALONG HENLEAZE RD WHEN V1 HIT PARKED V2 TO THE NEARSIDE CAUSING V2 TO MOVE FORWARD AND HIT V3. V2 CAME TO REST ON ITS SIDE BLOCKING RD.,357788,176644,CARS
3275,202003717,2020/02/28 00:00:00+00,1204,3,Slight,J1,Turning Movement from major road,3,1,0,0,0,0,1,V1 TRAV S ON STURMINSTER RD. COLLIDED HEAD ON WITH V2 AND V3 WHO WERE TURNING INTO HOOPER RD AT JCTN. (DUB. ACC DESCRIPTION),361587,168271,CARS
3276,202003746,2020/09/09 23:00:00+00,1245,3,Slight,E,Elderly pedestrian,2,1,1,0,0,0,1,V1 TRAV N ON WESTBURY RD COLLIDED INTO THE REAR OF V2 WHICH CAUSED V2 TO HIT CAS1 WHO WAS ON THE ZEBRA CROSSING. (DUB ACC LOCATION),357264,175743,E
3277,202003752,2020/02/11 00:00:00+00,900,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,"V2 TRAV S.E. ON CROWLEY WAY AND WTG IN TRAFFIC QUEUE AT A.T.S. WHEN V3, APPROACHING FROM BEHIND, COLLIDED WITH ITS REAR. V2 WAS PROPELLED FWDS INTO V1, WTG AHEAD. (REPLOTTED FROM CENTRE OF R-A-B)",351978,178437,CARS
3278,202003757,2020/02/13 00:00:00+00,830,3,Slight,C,Child pedestrian,1,2,2,0,0,1,0,V1 TRAV SW ON WHITCHURCH RD WHEN V1 C/W CAS1 AND 2 WHO WERE CROSSING RD.(SIC) (DUB. ACC LOCATION),358350,168395,C
3279,202003787,2020/08/21 23:00:00+00,2249,2,Serious,J,Turning movement ¿ unidentified priority,3,2,0,0,0,0,1,"V1 TRAV S.W. ON TWO MILE HILL ROAD AT EXCESS SPEED WHILE BEING PURSUED BY V3(POLICE). V1 JUMPED RED A.T.S. AND COLL MID-JUNCTION WITH V2, TRAV SOUTH AND GOING STRAIGHT OVER AT JUNCTION. V1 DEFLECTED AND COLL/W NEARBY STONE WALL.",363932,173832,CARS
3280,212101566,2021/01/22 00:00:00+00,1430,3,Slight,E,Elderly pedestrian,1,1,1,1,0,0,1,V1(PCYC) TRAV SW ON THE CYCLE WAY ADJACENT TO ROSE GREEN RD HIT CAS1(PEDESTRIAN) AS V1 ATTEMPTED TO RIDE PAST.,361955,174631,E
3281,212101581,2021/01/22 00:00:00+00,758,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,V2(PCYC) TRAV SW ON TROOPERS HILL ROAD SLIPPED ON BLACK ICE IN THE C/WAY AND FELL. V1 FOLLOWING BEHIND SWERVED TO AVOID COLLISION AND SKIDDED OFF C/WAY ON THE O/S.(DUBIOUS),363069,173022,CYC
3282,212101586,2021/01/11 00:00:00+00,1510,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V1(MCYC) WAS TRAV EAST ACROSS ST PHILLIPS CAUSEWAY INTO AVONMEADS RETAIL PARK WHEN V2 ENTERED THE R/ABOUT S-BOUND AND C/W V1.,361150,172105,MCYC
3283,212101589,2021/01/23 00:00:00+00,1630,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V1 WAS MAKING A U-TURN ON MARLBOROUGH STREET WHEN V2(MCYC) TRAVELLING SW FAILED TO STOP IN TIME AND COLLIDED WITH THE OFFSIDE OF V1.,358756,173542,MCYC
3284,212101596,2021/01/25 00:00:00+00,1330,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,1,"V1 TRAV EAST FROM PARRYS LANE ONTO WESTBURY ROAD FAILED TO SEE AND COLLIDED WITH V2(PCYC) WHO WAS ALSO TRAV E-BOUND ON THE R/ABOUT JUNCTION. (ACC MOVED FROM E357386, N175659)",357250,175805,CYC
3285,212101608,2021/01/27 00:00:00+00,1713,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V2 EAST BOUND ON BATH RD BEHIND V1(MCYC) WAS STATIONARY AT TRAFFIC LIGHTS J/W ST PHILLIPS CAUSEWAY WHEN V1 COLLIDED INTO THE REAR OF V1 AT LOW SPEED.,361065,171598,MCYC
3286,212101624,2021/01/31 00:00:00+00,957,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,0,0,0,"V2 TRAV NORTH IN THE OUTSIDE LANE ON PORTWAY FAILED TO SEE ATS CHANGE TO RED AND C/W REAR OF STATIONARY V1, SHUNTING IT INTO THE NEARSIDE OF V3 TRAV IN THE INSIDE LANE.",352160,177839,CARS
3287,212101626,2021/02/02 00:00:00+00,1130,3,Slight,NONE,Other,2,1,0,0,0,0,0,"V1 EMERGED FROM DRIVEWAY OF NO.463 LONG CROSS INTO THE PATH OF AND COLL/W PASSING V2, TRAV WEST. D1'S VIEW OBSCURRED BY PARKED VEHS. (REPLOTTED E354,444 N178,301)",354884,178744,CARS
3288,181905168,2018/07/23 23:00:00+00,845,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV SOUTH ON PICTON STREET INTENDING TO TURN LEFT ONTO ASHLEY RD WHEN V2, TRAV BEHIND, COLLIDED WITH IT. D2 MADE OFF AND F.T.S. (POOR ACC. DESCRIPTION)",359162,174104,CYC
3289,212101504,2021/03/23 00:00:00+00,1735,3,Slight,NONE,Other,2,1,0,0,0,0,0,V2 COLLIDED WITH V1. D2 MADE OFF AND F.T.S. (NO OTHER DETS; V. POOR ACC DESCRIPTION; V. DUBIOUS ACC LOCATION).,358772,172560,CARS
3290,212101520,2021/03/24 00:00:00+00,900,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV EAST ON LWR ASHLEY RD AND WTG AT A.T.S. WHEN V2, FOLLOWING BEHIND, COLL/W ITS REAR AT R/ABOUT. D2 MADE OFF AND F.T.S.",360076,174297,CARS
3291,212101548,2021/01/20 00:00:00+00,1837,3,Slight,NONE,Other,2,1,0,1,0,0,0,"V2(PCYC)/CAS1 TRAV N.E. ON STAPLETON RD WHEN DRIVER OF PARKED V1 OPENED THEIR DOOR, OUT INTO THE PATH OF AND COLL/W PASSING V2. RIDER UNSEATED.",360825,174661,CYC
3292,212101550,2021/03/25 00:00:00+00,1430,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1(PCYC) WAS TRAVELLING EAST INTO BALDWIN STREET WHEN V2 TURNING FROM ST AUGUSTINES PARADE COLLIDED WITH V1. V2 FAILED TO STOP AND MADE OFF. (DUB DESCIPTION),358557,172894,CYC
3293,212101560,2021/03/24 00:00:00+00,755,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,V1(PCYC) TRAV WEST ON WHITEHALL RD HAD STOPPED TO GIVE WAY TO PEDESTRIANS AT ZEBRA CROSSING WHEN V2 FOLLOWING BEHIND COLLIDED WITH THE REAR OF V1.,361375,173787,CYC
3294,202101562,2020/10/31 00:00:00+00,2050,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1 TRAV NORTH DOWNHILL ON KINGS WESTON LANE WHEN V2, TURNING LEFT, EMERGED FROM AN U/KNOWN SIDE ROAD, INTO THE PATH OF AND COLL/W PASSING V1. D2 DECAMPED, MADE OFF ON FOOT AND F.T.S. (D2 MOST LIKELY INTOXICATED; DUBIOUS ACC LOCATION)",354157,177657,CARS
3295,212101574,2021/03/26 00:00:00+00,1835,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1(PCYC) WAS CROSSING CANONS WAY NORTH BOUND WHEN V2 COLLIDED WITH V1 AT J/W HARBOUR WAY. RIDER OF V1 BECAME UNSEATED AND SUSTAINED INJURY.,358218,172405,CYC
3296,212101575,2021/03/26 00:00:00+00,1945,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,V1(MCYC) WAS TRAV NW ON TEMPLE GATE WHEN V2 HIT THE REAR OF V1 CAUSING RIDER TO BECOME UNSEATED. V2 FAILED TO STOP AND MADE OFF. RIDERS FRIEND PURSUED AND TOOK VEHICLE PLATES.,359581,172281,MCYC
3297,212101577,2021/03/26 00:00:00+00,2215,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1(TAXI) TRAV NORTH ON ST AUGUSTINES PARADE WHEN V2, FOLLOWING BEHIND, COLLIDED WITH ITS REAR. D2 MADE OFF AND F.T.S.",358559,172900,CARS
3298,212101602,2021/03/24 00:00:00+00,806,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1(PCYC) TRAV NW ON KINGS WESTON LANE COLLIDED WITH V2 ENTERING R/ABOUT NE-BOUND FROM LONG CROSS.,353918,177982,CYC
3299,212101645,2021/03/22 00:00:00+00,123,3,Slight,J1,Turning Movement from major road,3,1,0,0,0,0,0,V1 TRAV WEST LEFT THE R/ABOUT AND  C/WV2 WHICH WAS P.A.U. EASTFIELD RD. V2 WAS PUSHED BACKWARDS INTO P.A.U. V3. DRIVER OF V1 IS BELIEVED TO HAVE BEEN INTOXICATED.,357938,177228,CARS
3300,212101654,2021/03/21 00:00:00+00,2130,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,V1 TRAV SE ON BEGBROOK LANE LOST CONTROL AND HIT P.A.U. V2 SHUNTING IT INTO P.A.U. V3 CAUSING DAMAGE. THE DRIVER OF V1 IS BELIEVED TO HAVE BEEN INTOXICATED.,362824,176879,CARS
3301,212101659,2021/02/23 00:00:00+00,1520,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,"V1 TRAV NW ON ST PHILLIPS CAUSEWAY SLOWED DOWN TO GIVE WAY TO V2 TRAV WEST TOWARDS ALBERT RD. V1 HAD NOT STOPPED HOWEVER, AND MOVING FORWARD C/W THE NEARSIDE OF V2.",361085,172052,CARS
3302,212101706,2021/02/04 00:00:00+00,1900,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1(PED BELIEVED TO BE SUICIDAL) JUMPED E-BOUND INTO PATH OF MOVING V1 TRAV SOUTH ON CROYDON STREET. V1 FAILED TO STOP AND MADE OFF. NO VEHICLE OR DRIVER DETAILS. (MOVED FROM E360545, N173546)",360601,173556,A
3303,212101708,2021/03/27 00:00:00+00,30,3,Slight,J,Turning movement ¿ unidentified priority,4,1,0,0,0,0,0,V1 TRAV SOUTH EAST ON HILL LAWN WHEN DRIVER LOST CONTROL CAUSING V1 TO HIT THE REAR OF P.A.U. V2 AND SHUNT IT INTO P.A.U. V3. V1 SPUN IN C/WAY AND HIT P.A.U. V4.,361931,171438,CARS
3304,212101715,2021/02/06 00:00:00+00,1206,2,Serious,C,Child pedestrian,1,1,1,0,0,1,0,V1 WAS TRAV SOUTH ON PRINCE STREET WHEN CAS1(CHILD) WALKED N-BOUND INTO THE PATH OF V1. V1 RAN OVER THEIR FOOT AS A RESULT CAUSING SERIOUS INJURY.,358631,172508,C
3305,202101716,2020/06/01 23:00:00+00,1800,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1(VAN) ABRUPTLY PULLED ACROSS THE PATH OF V2(PCYC)/CAS1 WHILE CHANGING LANES. R2 LOST BALANCE AND BECAME UNSEATED. (VERY CONFUSED/ POOR ACC DESCRIPTION - DIRECTION OF TRAVEL AND LOCATION CONFLICT; DUBIOUS ACC LOCATION),359849,171551,CYC
3306,212104414,2021/06/17 23:00:00+00,1440,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V2(MCYC) TRAVERSING OLD MARKET R/ABOUT WHEN V2 COLLIDED WITH IT IN UNKNOWN CIRCS. RIDER UNSEATED. (DUBIOUS ACC LOCATION; V. POOR ACC DESC.),359515,173141,MCYC
3307,212104415,2021/06/16 23:00:00+00,857,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1(PED) TRAV W/BOUND ON F/WAY OF HOTWELLS RD, CAS1 THEN CROSSED THE C/WAY N/BOUND TWDS PUBLIC HOUSE WHEN V1 TRAV E/BOUND PASSED CAS1 BUT SUDDENLY BRAKED CAUSING CAS1 TO COLL/W REAR OF V1. DV1 MADE OFF AND F.T.S. (REPLOTTED E356956 N172539)",357485,172461,A
3308,212104416,2021/08/15 23:00:00+00,1420,3,Slight,HO,Head On,2,1,0,0,1,0,0,V1(PTW) TRAV NW ON EUGENE ST WHEN V2 TRAV OPPOSITE  COLL/W FRONT O/SIDE OF V1. RD1 BECAME UNSEATED. DV1 MADE OFF AND F.T.S.,359905,173576,MCYC
3309,212104445,2021/05/25 23:00:00+00,1738,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V1(TAXI) TRAV W/BOUND ON BALDWIN ST WHEN V2(E-SCOOTER) TRAV SW ON BALDWIN ST CONTRAVENED RED LIGHT AT A.T.S AND COLL/W FRONT OF V1. V2 ENTERED MAIN C/WAY FR CASTE PARK F/PATH. (REPLOTTED E358770 N172879),358956,172924,CARS
3310,212104458,2021/09/09 23:00:00+00,2000,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV U/K DIRECTION ON PORTWAY WHEN V2 COLL/W ITS REAR. RIDER UNSEATED. D2 MADE OFF & F.T.S. (V. POOR ACC DESC; V. DUBIOUS ACC LOCATION - RANDOMLY REPLOTTED FROM 0,0, COORDS ONTO PORTWAY)",356240,174142,CYC
3311,212104510,2021/06/20 23:00:00+00,2000,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V2 TRAV S/BOUND ON THIRD WAY MAKING A R.H TURN ONTO AVONMOUTH WAY WHEN V1 FOLLOWING BEHIND COLL/W REAR OF V2. (REPLOTTED 352178 N178423),352418,178422,CARS
3312,212104571,2021/09/15 23:00:00+00,900,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,V1(PCYC) TRAV E/BOUND ON FISHPONDS RD WHEN V2 FOLLOWING BEHIND COLL/W REAR OF V1. RD1 BECAME UNSEATED. DV2 MADE OFF AND F.T.S (DUBIOUS ACC LOCATION; POOR ACC DESC; UNKNOWN ACC LOCATION),362295,175262,CYC
3313,212104582,2021/09/14 23:00:00+00,1520,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,"V1(PTW) TRAV NE ON CITY RD MAKING A R.H TURN ONTO BRIGSTOCKE SE WHEN V2, FOLLOWING BEHIND ATTEMPTED TO O/T V1 BUT COLL/W REAR OF V1. DV2 MADE OFF AND F.T.S",359308,173990,MCYC
3314,212104586,2021/09/17 23:00:00+00,1301,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,V1 TRAV S/BOUND ON COTHAM RD WAS STOPPING TO LET PED CROSS C/WAY WHEN V2(PTW) FOLLOWING BEHIND COLL/W REAR OF V1. RD2 MADE OFF AND F.T.S. DV1 ALLEGEDLY SUFFERED INJURIES,358610,173999,MCYC
3315,212104590,2021/09/17 23:00:00+00,1314,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV U/K DIRECTN ON WHITELADIES RD AND WTG AT A.T.S. WHEN V2, APPROACHING FROM BEHIND, COLL/W ITS REAR. D2 MADE OFF AND F.T.S. (REPLOTTED FR 0,0 COORDS TO RANDOM POINT ON WLADIES RD; DUBIOUS ACC LOCATN)",357463,174588,CARS
3316,212104595,2021/09/16 23:00:00+00,1610,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1(PED) STATIONARY ON F/WAY OF E DUNDRY RD WHEN V1 TRAV N ON E DUNDRY RD MOUNTED F/WAY, COLL/W CAS1. DV1 MADE OFF AND F.T.S. (CONFUSED ACC DESC; U/K VEH MOVEMENT; DUBIOUS ACC LOCATION)",360326,167455,A
3317,212104611,2021/09/17 23:00:00+00,1140,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV WEST ON BATH RD WHEN ONCOMING V2, TURNING RIGHT, COLLIDED WITH IT. (REPLOTTED FROM E362513 N170228; V.POOR ACC DESC.; DUBIOUS ACC LOCATION)",362398,170264,CYC
3318,212104613,2021/09/17 23:00:00+00,2000,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,"V1(MCYC) TRAV U/K DIRECTN TWO MILE HILL RD & WTG AT ZEB. XING. POINT WHEN V2, TRAV BEHIND, COLL WITH ITS REAR. D2 MADE OFF & F.T.S. (ACC MOVED FR E364,626 N173,873 AS NO ZEB. XING. NEARBY; DUBIOUS ACC LOCATION)",364341,173934,MCYC
